comment_sum,content,create_time,dun_num,hot,jinghua,jubao_count,topic_id,zan_sum,label
3,买迷雾山庄这两百多块简直是我在第五花过最值的钱。。。,1735272562,0,439,0,0,0,0,5
8,每年过年在老家多住两天，回来都会被妈妈大骂一顿，明明是她初一中午吃了饭就非要回来，我婶婶他们留都留不住。。。可是老家的老姨姑姑婶婶们对我都特别特别好，虽然我一年只回去一次，但是她们甚至会记得我某一年在饭桌上无意中说的某个菜好吃，前两天开饭前专门叫我进厨房多吃一点。还有家里有好多好多哥哥姐姐弟弟妹妹大家在一起打扑克逛街买小吃真的好开心，独生子女每年都是这个时候最享受了😭在上海饿了一年，回去的这六七天把想吃的东西吃了个遍（妈妈也不会做🤷其实年前已经跟她说了我要在老家多住两天，她也没有表示有意见啊啊啊啊，而且要不是怕她回来会骂我我真的其实还能再多住两天…真的很委屈，感觉爸妈婚姻生活的脏水都泼到我身上了，她不拿爸爸老家的亲戚当亲戚能不能别带我啊，一怎么样就是我白眼狼把她扔在家里不管自己在老家潇洒，可真的是她自己铁了心要回来的…,1708176299,0,949,0,0,0,0,0
0,怎么忍心让我一个连谎都不会编的小女孩编报表啊,1730209809,0,120,0,0,0,1,1
0,紧急收一份卫保资料，能用就行😡,1733204397,0,196,0,0,0,0,2
0,想问一下，中文数理统计(茆书)的期末题型和学校的那本绿书习题集相似吗?,1710072826,1,64,0,0,0,0,4
5,实习工资扣税吗？😂,1704185051,1,1204,0,0,0,1,4
2,好大的风声...吹起来就发狠了忘情了...后面忘了 安塞腰鼓,1726767341,0,219,0,0,0,2,3
13,咱们学校健身房真没办法混进去吗🥺,1726898815,0,1296,0,0,0,0,1
0,急性肠胃炎夺走了我的快乐🙂,1728357734,0,46,0,0,0,0,0
1,看懂的人都哭了：1.一生杀伐果断的女主，在遇到多次伤害自己的女配时，决定放过她，让一个纵火、杀人、投毒的女配改名换姓，去给一个富商当独女，继续过幸福生活。2.后宫文里女主各种敷衍男主，但是对着后宫里其他妃子“美女贴贴”“谁不喜欢美女呢”，男主被这样的不同寻常的女主深深吸引。女主天真烂漫，只有其他妃子明争暗斗，两败俱伤。3.女主男朋友出轨了，女主看见漂亮的小三，觉得她香香软软。4.曾被亲人朋友背叛过的女主，在看到漂亮女配那一刻，立刻在心理呐喊，怎么会有这么漂亮的姐姐。然后立刻上去和一个第一次见面的女人贴贴，掏心掏肺。,1721206717,0,364,0,0,0,0,0
0,真的是今天刚修完的发型！简直绝了呀！,1732880278,1,204,0,0,0,0,5
8,地下商业街要开米村拌饭了？,1714570331,2,1206,0,0,0,1,6
4,地铁上小孩儿吃的🍭好香，我只是多看几眼🤨🤨他现在开始这样偷瞄我….补药啊哥哥不是坏人🤓🤓🤓,1727402647,0,492,0,0,0,8,4
0,暑期课程是随堂考吗,1718608293,3,126,0,0,0,0,4
0,有偿求教材“《市场营销学》第 5 版，晁钢令、楼尊主编，上海财经大学出版社”微信号:r1111ar11ar,1719132011,0,96,0,0,0,0,3
8,我是工资小偷 实习第一天电脑没配下来 主管让我在工位上待着🥰🥰🥰,1720492445,2,1059,0,0,0,2,5
5,这个天气加很恶心的期末科目真的特别想死,1718809328,0,498,0,0,0,5,0
26,@哆啦校圈里有盒狗，能不能把盒狗封了。或者把盒狗大头照挂出来置顶两天也行。,1728717899,0,1444,0,0,0,3,2
0,有的人上床，跟那个死猪上树一样,1724304958,0,156,0,0,0,4,2
0,这个艺术中心的温度我真的不OK,1724977622,0,181,0,0,0,1,2
2,有人知道空中课堂下载视频的插件吗,1718090811,2,369,0,0,0,0,4
5,第二次计算机考试报名我看自动帮我报了 现在看好像是当时的bug 是不是只能下学期再考了哇😪,1732634960,0,450,0,0,0,0,1
5,有没有研究生学长学姐可以帮忙指导一下金融专业实证分析的 有偿 真的很感谢 联系方式微信:  Hklucky666,1713436477,0,138,0,0,2,0,6
2,吗的好吃死了,1726288028,1,655,0,0,0,3,5
5,寒假是校历上的1.13放还是考完期末就可以放假,1728803801,0,919,0,0,0,0,4
0,在教室打游戏一直在那里艹艹艹的是不是有病,1717571868,0,15,0,0,0,0,2
6,数分期中没考好可以联系老师说只按期末成绩算吗TT,1717920438,2,1200,0,0,0,0,1
3,啊啊啊捞捞选课：因为专业课冲突没法上京昆或当代艺术 想要星期四的中国书法鉴赏🥲🥲可以用京昆（周五6-8） 当代艺术（周四8-9） 法学经典何jx（周四3-4）跟你换,1708310682,0,615,0,0,0,1,1
0,自己建的家教群，都是我们上财或者隔壁复旦同济交大的，需要的同学放心进！,1724991515,0,7,0,0,5,0,5
4,提前一天占位置合理么？？你贴个小纸条在书上就可以了？凭啥呢？有没有什么辩论赛的关注一下这个话题,1732872518,1,922,0,0,2,1,4
5,王捷老师的中国传统法律经典导读是不是还没出成绩，刚才看选课界面未通过差点以为挂了🥹,1704941567,4,607,0,0,0,0,1
3,如果买了电车，平常在哪充电啊，校区我好像没见有充电桩啊,1725690649,0,268,0,0,0,0,4
5,不能理解，这个时代的就业明明已经这样了，大家却还需要在绩点和实习上卷和投入超过前辈数倍的努力，大家一起摆回原来的状态了嘛，至少让努力和回报回到对等的水平线,1706142263,2,1810,0,0,0,7,1
8,武川的酸奶碗19的好吃吗，谢谢,1730716275,1,955,0,0,0,0,3
6,想为了更好看奇洛李维斯回信去学粤语。。。。,1716147564,0,294,0,0,0,0,6
7,请问下几乎每次男厕所都不关门是否说明了人群中相当一部分比例的男的是露阴癖潜在爱好者（开玩笑的谢谢 只是很不理解那些上厕所不关门的恶心男的 我相信有的男生也很讨厌这种人）,1712678611,1,1696,0,0,0,0,2
10,上课看小说，看了两段就忍不住嘴角上扬，我吃的实在是太好了。还是不看了哈哈哈哈哈,1715224627,0,777,0,0,0,0,5
0,最近小红书评出了一批老登电影，我觉得只是一群田园女权在打着女权旗号裹小脑。他们其实是先失掉了主体性才开始，似乎在以一种和主流对抗的方式，但实际上是固步自封的方式去批判这些电影。他们的关注点只是在于电影里有没有独立的大女人，我觉得她首先她把自己定位成了和一个男性不平等的人，所以他才会强调他要在这其中，要政治正确的出现，但是我觉得其实没有必要。就是本来其实作为一个人来说，你男的好也好，女的也好，很多东西都是相通的。他不一定说非得用一个女角色去诠释，只要意思是对的用男觉得全是也没有关系，他们就是有点儿矫枉过正了的感觉。而且就很奇怪，很多电影确实是有一些男性风流浪荡的那种桥段。但是我从来不会把自己带入被风流的那个女性。我一般都是把自己带入男性，然后想哎呀，性转一下、有小年轻男人，比如说给我玩一玩。然后，我就特别爽啊，美美带入主角，美美的看下去。他们居然就是直接把自己带入弱者，带入受害者。就我觉得其实挺奇怪，因为一个电影或者说一个故事，它肯定是以主角的那个视角去描述的，所以代入主角肯定是更容易的，但是他们居然能只代入里面的女性角色，这未尝不是一种思维上的失权。男主角多只是女作家太少的必然结果。正确的做法应该是支棱起来而不是想有权的人乞讨权利（我觉得这是田园女权的本质） 女权主义者要做的真正的事情是和男性争夺利益而不是被裹挟在女性营销的甜蜜麻醉药里，作品差就是差，女导演的作品就是要和男导演同样对待，没什么好营销的（不指任何具体作品）主要是这样批判也没啥用，在真实的影业女性作者没什么话语权就导致男性视角电影多，在网上再怎么批判老登电影都改变不了这个事实。这个无用的效果就像美国的无孩爱猫女看似大选时声量很大抵制特朗普，结果几乎所有的州还是倒向特朗普一样。只会喊是没有用的，这不过是站着乞讨。,1733244120,0,1,0,0,0,0,2
7,总结一下舍敌的共性：1、作息不规律，睡得晚，非要弄出点噪音/光亮；2、外放低脂短视频，外放音乐，连麦打游戏，熬电话粥；3、空调在不合适的季节开到过分的温度；4、不注意个人卫生。如果你有这里面任何一条那我骂的就是你👊 😠 ,1730735927,0,1309,1,0,0,17,2
0,感觉自己变心了怎么办,1728229509,0,147,0,0,0,0,4
3,酗酒 吸血 凿 酗酒 吸血 凿 啊 啊 酗酒 吸血 凿,1718540138,0,183,0,0,0,0,2
2,我要黑化,1729084289,0,69,0,0,0,1,2
4,被朋友说上财学生学历歧视别人很严重😿,1721467951,1,504,0,0,0,2,0
5,又好吃好喝聚上了老公，和哪个女人一起出门了，家里到处漏风你知道吗🥺,1727693609,0,514,0,0,0,6,0
3,别超我家1了求求你们😎😭,1726470772,0,715,0,0,0,0,0
1,嘻嘻……,1717136948,0,544,0,0,0,1,5
22,24山东投档出来了，金融学跌了3k，和另外两所优势也不明显，你财又输😋,1721383205,0,1740,0,0,0,3,1
7,没学民法学1，可以先上民法学2吗？前两周的课听上去还能接受，但后面课程以及期末考试比较担心😫,1726800320,0,466,0,0,0,1,0
2,室友好爱杠讨厌和她说话,1727450212,0,372,0,0,0,4,2
0,憎恨这个世界的一切渣男,1711117883,0,399,0,0,0,1,2
0,周一10.05-11.45男生代课,1731234997,0,252,0,0,14,0,3
1,麻烦大家进5b之前约一下座位吧😭 每个空座上都有人,1715502050,0,678,0,0,0,5,0
34,退一万步来说，图书馆就不能开个情侣专区吗,1731731019,0,2995,1,0,0,13,1
0,第一伦全跑只剩最后1  其他公里各剩不等 周一将恢复原佳 保证全学期绝对最低佳  需要dd,1710550529,0,6,0,0,0,0,3
3,天气真好，好想美美躺一天然后美美周末躺两天🥰,1729222351,0,258,0,0,0,4,5
5,可恶啊睡不着了,1719255360,0,180,0,0,0,1,2
3,求问学长学姐们，国海证券的资管固收部和海通期货的行研该怎么选呀（都有实习证明），哪个学到的东西多or业内认可度更高？本人大二暑假这是第一份实习，谢谢🙏,1719995024,2,631,0,0,0,0,4
4,咱学校可以找新闻传媒类实习吗？大概可以通过什么渠道呢？求推荐,1715511056,1,777,0,0,1,0,4
0,有没有人想玩我原神号 120五星 高练度 加q：1449186594,1706155155,0,37,0,0,0,0,3
0,西班牙太猛了,1718914520,0,105,0,0,0,0,5
2,肠胃科去哪个医院比较好呢😞孩子想去检查一下btw这个算医保吗,1709120111,0,270,0,0,0,0,0
1,加油鹿小葵！,1711339556,0,405,0,0,0,0,6
3,图书馆一楼的台灯怎么开捏,1705486738,0,679,0,0,2,1,4
0,🌸面向【台湾学生】的“2024年行业发展趋势经验分享暨台生、校友春季午茶交流会”来啦❕❕🌟由上海财经大学台湾校友会主办，合作发展处、港澳台事务办公室和上海财大校友总会指导，邀请多位杰出校友和业界大佬，围绕龙年中国聚焦行业概况以及台湾学生升学与求职形式等主题进行分享~👉如果你对未来感到迷茫疑惑、想超近距离与重量级嘉宾直接交流和拓展人脉信息资源，‼快扫二维码报名、入群吧【名额有限，先到先得！】‼保证收获满满、经验难忘~ 【活动信息】🕑 2024/3/9（周六） 13:00-17:00📍 上海市杨浦区纪念路8号上财金融谷35号楼 Molly &amp; Monica(财大科技园店),1708759305,0,3,0,0,1,0,6
5,想问问我们学校的二刺螈同好是怎么利用我校狭小的位置做痛柜呀，求收纳小妙招，求好物分享，万分感谢,1704992243,1,613,0,0,0,0,6
0,想捞一捞明天下午一点上李绍坤老师的管理会计这门课的同学，需要帮助👉👈,1727607226,0,78,0,0,0,0,6
3,兔子想接家教 有没有人不想带了的转给兔子😭,1725368987,0,523,0,0,0,1,0
0,广州农商招8个人，7个北大本硕1个北大本,1732680958,0,7,0,0,0,0,3
1,沙丘2，好看！！！,1709900037,1,472,0,0,0,1,5
0,出限选模块一，二，七周二1-2西方政治思想史（汪堂峰）周三1-2英美文化经典与时尚（崔海玲）周三11-12消费社会与后现代主义哲学（范宝舟）本人说话好商量，送你都行。qq591661091,1725607074,0,7,0,0,0,0,3
0,有没有做过化工组行研的哥哥姐姐们能救救我，有几个简单的问题想问，有偿！感谢！v：13124818802,1717330622,0,216,0,0,0,0,6
3,没发过言的怎么好意思腆着个b脸上去打勾的？,1730983101,1,1126,0,0,0,6,2
0,有的同学别看长的好看，这说话怎么就这么冲没礼貌呢，要求高的要命自己啥也不做,1732548083,0,370,0,0,0,2,2
1,求种草棒球帽店铺家人们,1708070535,3,172,0,0,2,0,6
2,相聚后的离别总感觉好残忍…这点在五一和朋友们聚会以后体现的淋漓尽致,1714786394,0,511,0,0,0,7,0
52,做一些最近吃的外卖推荐！（排名不分先后）1.三五筷拌 很香的冒菜！超级下饭，每次想吃辣的我都点它，先说坏处：他的密封方式是那种类似果冻的塑料膜撕起来容易溅油，好处：肉给的蛮多的而且真的很好吃很入味2.米麒麟 我心中的米线之神……菌子配上米线吃起来别有一番风味，汤也很好喝，但是不同人不同口味（友情提示一部分人可能吃不惯菌子因为比较韧韧的），之前刚开始吃的时候每份都很精致筷子也是直接分开的，后续应该是为了节省成本变成了需要掰开的，但是还是巨无敌好吃3.红串串 他们家包装盒真的很大份一盆，吃起来超满足，上次吃的渣渣牛肉特别下饭，但由于均价格比其他麻辣烫贵五六块所以吃的比较少，但偶尔吃一次的确不错4.潮界 吃过一次湿炒牛河和土豆焖饭，我的妈呀香迷糊了，菜很入味，肉也很嫩，推荐一下5，6两家一起推荐吧 就是很常见的酸汤米线，配一个云朵炸蛋吸汤，吃一口的确满满幸福7.拌将 不做多介绍啦，酱真的很香🤤8.七口辣 吃的时候能尝到牛油味，香香的，但越吃到后面会越觉得调料不够，总体而言表现还不错，特此推荐9.陕西面馆 偶然间想吃面的时候点的，坏处是面食类外卖不可避免的会变坨，拌一拌就好了，好处是面很筋道，很有嚼劲像麦当劳，塔斯汀之类的快餐我就不做多推荐啦，反正都比食堂好吃（泪目后续吃到好吃的或者不好吃的还会继续记录一下的！到时候老鼠不知道吃什么了就看看自己的帖子🤤大家也可以推荐一些外卖！😍,1730275701,7,3543,1,0,0,39,5
0,又赶不上美食节哈哈,1730949453,0,253,0,0,0,0,5
0,财务处学生著////馆…………,1710760275,0,7,0,0,0,0,3
12,听说同济内讧了😂,1724394374,1,2262,0,0,0,7,5
3,蒜子烧黄辣丁😍😍河南人懂吗？今天中午吃了三条，来提前庆祝我体重迎来两位数🥳🥳,1719727459,0,447,0,0,0,2,5
1,收习概和马原,1708958193,0,198,0,0,0,0,3
1,琼瑶，逝世了。“我是「火花」，我己尽力燃烧过。如今，当火焰将熄之前，我选择这种方式，翩然归去。……生命的美好，就在于「能爱，能恨、能笑，能哭、能歌、能说、能跑、能动、能红尘作伴、活得潇潇洒洒，能嫉恶如仇，活得轰轰烈烈……」这些，我都在有生之年，拥有过了！我「活过」了，不曾辜负此生！”,1733301542,0,492,0,0,0,8,0
3,周五罗森的啤酒打六折诶！！！而且居然可以买到麒麟啤酒！！！,1729229621,1,462,0,0,0,1,5
23,大一寒假该怎么安排呀？我两个舍友一个去TOP实习，一个出国，好像是去寒假上课还是科研？（不确定）就我什么计划都没有，本来还打算回家躺，好焦虑www,1704092445,2,3373,0,0,0,3,0
1,恶心我真的 他倒挺享受的,1720408538,1,484,0,0,0,0,2
2,你心中放不下的人，别人已经放进去了，你又何必如此执着呢,1726751923,0,309,0,0,0,3,0
7,看计算机水平测试看到抖音去了我服了,1712937651,0,1017,0,0,0,1,1
10,大家买好看的小裙裙有什么推荐的店么🥹,1710567006,7,930,0,0,0,0,6
2,如何看待小团体中的两个人在一起了,1727430854,4,519,0,0,0,1,4
0,好绝望，有苦水吐不出的感觉,1726453760,0,319,0,0,0,0,0
2,大学三年总算亲眼目睹木匠老师真容了。,1729145597,3,1497,0,0,0,6,5
1,常jx老师明天的当代主要社会问题的经济分析课上要期中考吗？？大纲上写的第九周，老师也不通知😭😭😭,1730706980,0,87,0,0,0,0,1
0,有偿求一个uu帮忙从科研实验大楼搬行李到宁远楼（六楼），东西多而且比较重（四个大包+一个箱子），女生慎接😭,1725432074,0,256,0,0,2,0,0
2,咱校有无滚人？打算12月看脆莓和孤独的利里的live🥺🥺,1732091856,0,204,0,0,0,0,6
4,想知道在这坐一两个小时听这深入灵魂的破歌有什么意义。。。下午不会还要来听吧？,1724984083,1,1149,0,0,0,3,1
3,现在可以在淘淘卖书吗,1725328082,1,256,0,0,0,0,4
4,明天早上我选择老老实实穿军训服，短袖得把胳膊晒分层😇,1725024210,0,1735,0,0,0,8,3
0,想找线上家教，线上家教怎么好找一些呀,1719566429,3,181,0,0,0,0,4
0,想麻烦一下大家😭😭投资学是专业课吗？如果作为拓展建议选吗？我看了校圈有的uu说要先学公司金融😭😭,1709296132,6,210,0,0,0,0,0
4,过年在亲戚家，我爸一个人做了16个菜，吃饭的时候啥都没干的亲戚大老爷们一边指点我考大学（本人已大三），一边猛猛抽烟（我爸肺不好），同时女人们在厨房洗碗和带小孩。真是太喜欢过年了,1707723806,0,1195,0,0,0,4,2
2,好热🫠图书馆5b为什么能这么热,1729941020,0,298,0,0,0,0,2
5,有推荐的皮肤科医院吗，想去看痘痘,1722064704,0,430,0,0,0,2,4
12,现在的小人物只是一个一级的普通人而已我们只是，普通朋友🥺,1730780389,0,711,0,0,0,3,0
6,我的小狗不行了，特别特别难过😢,1716992611,0,1356,0,0,0,3,0
0,好想考完数学唱KTV🥵🥵🥵,1717939217,0,187,0,0,0,1,6
0,大二结束 信院30%（刚问的辅导员） 还有机会保研吗,1720589967,0,6,0,0,0,0,4
4,发社交软件的照片都是P过的，万一跟同学们线下见面之后发现“哦原来这个人长这样”怎么办🥲如何才能每天都化妆啊，感觉自己坚持不来，除非化个便妆可以不超过15分钟,1714611506,2,1143,0,0,0,0,1
0,绿叶食堂快餐，你真牛，菜特别油就算了，打饭阿姨还特意从底下被油浸的地方打菜，态度还极不耐烦，太牛辣,1725938812,1,99,0,0,0,0,2
0,一边馋一边想再瘦点，烦òᆺó,1722333301,0,189,0,0,0,0,1
4,妈啊这个远程实习没有工作时间烦死了，晚上八点半在睡觉带教说要开会💦。但是现在才醒还没有回💦。jrm我该怎么办🥹🥹🥹🥹,1705498242,2,1372,0,0,0,3,1
0,小步点刚刚发布了这个，是不是代表可以刷锻了。🤔🤔（ps：需要代刷的同学可以dd我）,1710740038,0,3,0,0,2,0,4
8,cmcc你个大厦笔,1729649344,0,535,0,0,0,6,2
35,如何把帅哥撩成对象看到别人的爱情很羡慕有木有？家人们就是说咱也要一个帅帅的有腹肌的男朋友。免费福利，既然有需求就分享给大家，扫码领取。🥰🤩,1709983814,0,4189,0,0,0,1,5
0,出五瓶滴露洗手液9r/瓶，一堆洗衣液洗发水随意给vx：Suzzkky,1716092385,0,121,0,0,0,0,3
0,爱偷窥、没有边界感的人够了，堂而皇之地议论并不能为你的视奸带来一丝的正当,1729933253,0,142,0,0,0,4,2
1,算法设计怎么学啊，老师的课好抽象,1710337199,3,316,0,0,0,0,4
0,出jgj全套练习题，有答案，30r，q2322375946,1716007476,0,75,0,0,0,0,3
6,跳绳强心赛难吗😢没挑战成功会有免锻吗,1713409154,2,987,0,0,0,0,0
11,现在才懂当别人诉说自己遇到问题时 其实根本不应该热心的提供帮助 当自己提了真诚建议的时候别人连句谢谢都没有 甚至会被指责是受害者有罪论 其实丢一堆“啊啊啊宝宝你很棒的啊别管xxx”之类的套话才是正解 真心想办法帮忙解决问题的我本人才是小丑,1716618833,0,754,0,0,0,1,1
0,有没有上过许淑君运营管理的，有偿问几个有关期末考试的问题,1719147383,0,141,0,0,0,0,4
5,小胖压力真的好大啊，本来分到的半区就难打🤥,1722421059,1,1369,0,0,0,5,0
2,校运会报名成功会有通知吗🥹，填完表格就没有下文了🫨,1729590241,0,204,0,0,0,2,4
1,我想回家。,1733126669,0,162,0,0,0,3,0
10,不带破财😭,1705056843,0,2145,0,0,0,3,0
0,下周六11.2习经实践活动8:00–17:00诚挚找代课，价格好商量！！！重谢！！！+vx：17716054908,1729682556,0,0,0,0,2,0,6
13,你问我们是什么关系可最后的回答还是等着,1720854585,0,562,0,0,0,1,1
2,不去毕业典礼和毕业晚会什么时候拿双证嘞,1719054387,0,720,0,0,0,0,4
2,问问转专业结果大概什么时候出啊每天都在想这个事。。。,1712581597,1,528,0,0,0,0,6
0,有没有今天去苏州看许嵩演唱会的🥲,1728190233,0,33,0,0,0,0,0
0,财政学该怎么复习……,1719064066,1,187,0,0,0,0,4
7,感觉intp找不到对象的最大原因是不怎么认识新的人，认识了也完全不主动社交所以还是和纸片人恋爱吧…,1713806724,1,960,0,0,0,2,1
6,曹老师传说中被封的公众号还能看吗 或者有新的号吗？ 🥹🥹🥹,1716175743,6,1114,0,0,0,2,1
12,做梦梦到和前男友do了，谁来解个梦，我们纯爱战神嘴都没亲过，怎么梦境这么猛😈,1717868967,0,1968,0,0,0,3,4
5,大四缓考四科什么水平为了考研缓的但是感觉压根考不上😅,1708847238,1,1534,0,0,0,1,1
0,求xjp供应链管理往年期末卷,1716370872,0,84,0,0,0,0,6
1,这学期校圈嘴臭的怎么这么多👊,1734338096,1,270,0,0,0,7,2
0,今天好开心呀 化身电话客服 拿下了新财富组的行研 希望大家也寒假求职顺利!,1733405023,1,22,0,0,0,0,5
5,喜欢截图，挂人，只会说“急”“破防”，爱表演，扁平化他人，自我意识过剩，觉得自己最理性，鉴定为孙吧刷多了。,1721694745,0,931,1,0,0,12,2
0,拉了个比赛组队讨论信息交流群，寒假比赛干他丫的～,1704112886,0,337,0,0,0,0,6
0,库迪拿铁不加糖感觉已是瑞幸标准糖，，库迪茉莉拿铁齁的我发慌,1710035786,0,4,0,0,0,0,2
1,校医院可以不看病纯开药吗？肠炎宁、布洛芬这种药有吗,1729989280,0,526,0,0,0,1,4
3,在宿舍楼上厕所就是开盲盒，能开出不同的臭味,1728580499,0,331,0,0,0,3,2
12,连电脑校园网重新设置三遍输密码几十遍仍未连上。。。联通你何意啊,1725428853,0,610,0,0,0,0,1
6,重生之我要好好学习🤛🤛🤛🤛🤛,1712559232,0,360,0,0,0,2,6
5,世界经济邹琪给分怎么样,1725067136,0,505,0,0,0,0,4
0,找代课 4.30（周二）早上10.05-11.40 要女生 40r 有概率点名+q 1286707751,1714306794,0,19,0,0,0,0,3
2,我不开心,1721552734,0,142,0,0,0,2,0
4,图书馆七楼是有声楼层吗🥹🥹可以去七楼给小朋友线上家教吗🥹🥹🥹,1734172679,2,1245,0,0,0,1,6
0,好热啊啊啊啊啊啊啊啊啊啊,1717529412,0,70,0,0,0,1,4
6,89.5...我恨😭,1704938159,1,1474,0,0,0,1,0
3,提问: 什么样的实习算能学到东西的呢,1712656382,4,664,0,0,0,0,4
0,不要再问我是什么人了！i人，e人，浓人，淡，这世界怎么那么多人！莫文蔚，帮帮我。我只是一个喜欢和网友吵架的路人，偶尔和朋友讲别人坏话的小人，相信明天会更好的自欺欺人。如果非要用一个字母代替，那我就是c人。因为每天我从起床开始就想：c！！！,1718131815,0,19,0,0,0,0,1
6,一些早八课上的胡思乱想：要是人类也有小马宝莉那样的可爱标志该多好，这样我就不用纠结自己喜欢什么适合什么，也不用像现在学不喜欢的东西做不喜欢的事情了🥳,1716253382,1,762,1,0,0,19,5
10,刚醒 浅水一下吧,1728363873,0,144,0,0,0,1,3
2,再厚的作业也只是一叠纸片！！！（三科作业写了9也稿纸。。。）💢💢💢💢,1711175160,0,457,0,0,0,2,2
4,如果大家在学校碰到要微信的 会感觉很唐突很讨厌吗,1731551184,4,1125,0,0,0,1,2
4,有无医院皮肤科推荐，感觉痘痘一直反反复复,1708497067,5,438,0,0,0,2,1
0,想问下我们学校的金专有申请考核读博成功的么？专硕想读博要做哪些准备啊，发论文学三高感觉不是专硕培养计划的一部分,1725699125,3,207,0,0,0,0,4
0,空调真的太热了给孩子热昏了开的比夏天还热我滴妈呀,1735108013,0,37,0,0,0,1,2
2,经典巨婴碎碎念不用赤石暑假老是容易起摩擦，不免喜欢一个人瘫床上独处一整天。性格决定命运，我很喜欢认了，我太喜欢一眼望到头，可以躺的生活了。不想累，一直克服不了夹在中间难受的要死的状态，身心俱疲，身体素质随之下降，别人夸我咋掉的几十斤肉自律我都不好意思回😊😊😊,1722871134,0,631,0,0,0,2,3
0,问问夏碧英习概的分数构成😭😭,1709105839,5,159,0,0,0,0,0
0,收wdh管理会计课后习题答案vx:whysjid1320604yh,1727489347,0,28,0,0,0,0,3
0,商学院答辩都问了些什么问题呀，麻烦好心的同学评论一下🙈😘🥰,1714370691,4,466,0,0,2,3,6
20,第一次喝一点点，妈呀真好喝,1728986379,1,990,0,0,0,2,5
3,朋友发给我的，大家怎么看,1716615047,0,1065,0,0,0,0,4
24,赛博露阴癖是吧，非要到校圈上来讨论性？,1720446080,2,2677,1,0,0,14,2
12,和校⭕️加上的可爱朋友一起瓦上了！开心(ง •̀_•́)ง虽然我是卡比（,1727536078,1,322,0,0,0,1,5
0,帮外校朋友问问有没有数院马jm老师的学生，有几个问题想问问，you chang，➕qq3257089724,1728975948,0,73,0,0,0,0,3
1,三天了，这达拉斯的时间真不是中国人过的😇,1717362344,0,621,0,0,0,1,1
1,上学期考试有一科没过，补考成绩没出，这算是挂科吗,1726726230,2,1035,0,0,0,0,1
0,代拿外卖到北三 外卖20:10到,1733830478,0,99,0,0,14,0,3
2,whats your ETA,1728403406,0,190,0,0,0,0,3
8,高考不是三年一次吗，为什么总感觉年年都在考？,1717732160,0,1426,0,0,0,8,4
2,我的意思是……集体宿舍真的很要命🥲,1719186039,0,838,0,0,0,4,0
